Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureBucket,PromotionGapRatio,IncomePerJobLevel,AttritionRiskScore,RiskTier
51,0,Travel_Rarely,1477,Research & Development,5,4,Human Resources,1,Female,42,1,4,Research Director,2,Married,9485,10043,0,Yes,14,3,4,2,6,1,4,4,4,0,4,3-5yrs,0.0,2371.25,0.13,Low
18,0,Non-Travel,418,Human Resources,14,2,Medical,3,Female,76,1,1,Manufacturing Director,1,Divorced,19045,11816,5,No,19,4,3,2,13,3,1,10,6,10,8,6-10yrs,0.9090909090909091,19045.0,0.09,Low
47,0,Non-Travel,1155,Sales,9,4,Technical Degree,4,Male,65,4,2,Sales Representative,4,Divorced,1115,3527,2,No,19,3,1,1,9,2,3,5,5,0,5,3-5yrs,0.0,557.5,0.05333333333333334,Low
44,0,Travel_Rarely,278,Sales,23,1,Medical,4,Male,44,3,1,Research Scientist,4,Married,15986,19532,2,No,24,4,4,2,7,2,2,3,3,0,3,3-5yrs,0.0,15986.0,0.08,Low
58,0,Travel_Frequently,1479,Research & Development,10,4,Technical Degree,2,Male,75,3,1,Sales Executive,2,Divorced,2424,21073,7,Yes,23,4,3,0,4,2,1,2,2,2,0,0-2yrs,0.6666666666666666,2424.0,0.29,Low
19,0,Travel_Rarely,773,Research & Development,13,4,Other,4,Male,88,3,4,Research Scientist,3,Married,10289,15962,5,Yes,16,4,3,2,14,3,4,14,11,8,3,10+yrs,0.5333333333333333,2572.25,0.08333333333333333,Low
58,0,Travel_Rarely,1144,Research & Development,14,2,Other,2,Female,87,3,2,Healthcare Representative,4,Divorced,9181,2714,6,No,20,3,4,3,3,1,1,0,0,0,0,0-2yrs,0.0,4590.5,0.03333333333333333,Low
41,0,Travel_Rarely,1188,Sales,23,1,Human Resources,2,Female,89,2,3,Healthcare Representative,3,Single,9893,21676,2,Yes,22,3,4,3,20,0,1,16,1,10,8,10+yrs,0.5882352941176471,3297.6666666666665,0.09333333333333334,Low
29,0,Non-Travel,951,Research & Development,21,3,Medical,4,Male,86,2,4,Manufacturing Director,1,Married,2556,13150,4,No,11,3,1,1,11,1,1,10,7,3,10,6-10yrs,0.2727272727272727,639.0,0.19666666666666666,Low
34,0,Non-Travel,638,Research & Development,24,4,Medical,2,Female,62,3,4,Human Resources,3,Single,15317,8658,0,Yes,20,3,2,0,9,4,2,9,9,5,8,6-10yrs,0.5,3829.25,0.12666666666666668,Low
50,0,Travel_Rarely,1155,Research & Development,13,1,Life Sciences,2,Male,33,4,2,Manager,4,Single,6237,25689,2,No,23,3,1,3,22,3,3,19,9,11,4,10+yrs,0.55,3118.5,0.05333333333333334,Low
59,1,Travel_Rarely,766,Research & Development,24,3,Life Sciences,3,Female,97,4,2,Sales Representative,4,Married,15649,23484,7,No,12,3,1,2,16,4,2,13,4,10,5,10+yrs,0.7142857142857143,7824.5,0.7866666666666666,High
31,0,Travel_Rarely,1022,Sales,26,4,Technical Degree,3,Male,61,3,1,Research Scientist,2,Single,13454,13005,4,No,21,4,1,3,18,0,1,18,1,13,11,10+yrs,0.6842105263157895,13454.0,0.11666666666666667,Low
59,0,Travel_Rarely,958,Research & Development,16,1,Technical Degree,4,Male,74,4,4,Healthcare Representative,3,Single,11474,13081,5,Yes,11,3,3,1,17,0,1,17,3,16,3,10+yrs,0.8888888888888888,2868.5,0.09333333333333334,Low
44,0,Travel_Rarely,749,Research & Development,20,3,Other,3,Male,31,4,4,Manager,2,Divorced,6863,24797,7,Yes,16,3,3,3,2,0,4,0,0,0,0,0-2yrs,0.0,1715.75,0.09333333333333334,Low
26,0,Travel_Rarely,263,Research & Development,27,1,Life Sciences,1,Male,92,3,3,Manager,3,Single,13393,6778,8,No,22,3,1,3,5,3,4,5,5,3,5,3-5yrs,0.5,4464.333333333333,0.06,Low
43,1,Non-Travel,509,Research & Development,25,1,Medical,1,Male,92,4,2,Human Resources,1,Divorced,19955,12225,0,Yes,24,3,2,0,14,3,4,14,6,8,12,10+yrs,0.5333333333333333,9977.5,0.22333333333333333,Low
51,0,Travel_Rarely,1412,Human Resources,9,2,Human Resources,4,Female,94,1,4,Healthcare Representative,2,Single,18539,16260,5,No,21,3,1,2,25,0,3,24,5,16,5,10+yrs,0.64,4634.75,0.08333333333333333,Low
20,1,Non-Travel,828,Sales,21,2,Human Resources,2,Female,42,1,2,Manufacturing Director,2,Married,18409,10667,8,No,21,3,1,1,5,2,3,3,2,0,3,3-5yrs,0.0,9204.5,0.67,High
21,0,Travel_Rarely,990,Research & Development,13,1,Marketing,1,Female,89,2,2,Human Resources,2,Single,5174,9890,1,No,14,3,1,2,6,0,4,2,2,0,2,0-2yrs,0.0,2587.0,0.02666666666666667,Low
18,0,Travel_Rarely,461,Research & Development,5,4,Life Sciences,1,Male,73,1,4,Manufacturing Director,2,Single,12120,4684,7,No,22,3,3,1,25,3,3,23,6,22,9,10+yrs,0.9166666666666666,3030.0,0.05333333333333334,Low
41,1,Travel_Rarely,1088,Research & Development,11,1,Marketing,1,Female,40,2,2,Manager,1,Divorced,8558,8668,5,No,20,3,1,0,28,3,2,24,11,23,10,10+yrs,0.92,4279.0,0.78,High
20,0,Non-Travel,781,Research & Development,29,4,Medical,1,Male,69,1,4,Sales Executive,3,Single,19371,10952,2,No,24,3,4,1,7,0,2,4,4,0,1,3-5yrs,0.0,4842.75,0.04666666666666667,Low
57,1,Travel_Rarely,406,Research & Development,28,1,Technical Degree,4,Male,63,4,1,Research Scientist,2,Divorced,19051,22937,7,Yes,19,3,4,2,11,0,2,10,8,7,8,6-10yrs,0.6363636363636364,19051.0,0.26,Low
23,0,Travel_Rarely,304,Research & Development,23,3,Other,3,Female,73,3,2,Sales Executive,4,Married,17492,10424,7,No,11,3,4,1,17,4,1,15,9,15,0,10+yrs,0.9375,8746.0,0.36,Medium
21,1,Travel_Frequently,653,Sales,29,3,Medical,3,Female,35,1,2,Manufacturing Director,1,Married,4091,6029,1,Yes,18,4,4,1,4,5,1,4,4,2,4,3-5yrs,0.4,2045.5,0.2733333333333333,Low
28,0,Travel_Frequently,891,Research & Development,17,2,Life Sciences,1,Male,69,3,2,Human Resources,3,Divorced,7059,23163,6,No,21,4,4,1,12,5,3,8,8,0,8,6-10yrs,0.0,3529.5,0.05333333333333334,Low
50,0,Travel_Frequently,492,Sales,22,2,Human Resources,3,Female,77,3,4,Sales Executive,1,Married,14514,10795,8,No,22,4,4,2,10,3,4,9,6,6,9,6-10yrs,0.6,3628.5,0.06333333333333334,Low
56,1,Travel_Rarely,443,Sales,5,4,Life Sciences,4,Male,80,2,2,Human Resources,3,Married,15242,24997,5,Yes,16,4,4,1,20,3,1,16,11,16,4,10+yrs,0.9411764705882353,7621.0,0.43666666666666665,Medium
28,0,Travel_Rarely,477,Research & Development,9,1,Other,4,Male,83,4,4,Research Director,2,Married,7655,4725,4,No,13,3,1,0,10,4,1,7,7,0,7,6-10yrs,0.0,1913.75,0.043333333333333335,Low
39,0,Non-Travel,511,Research & Development,6,4,Human Resources,2,Male,73,4,1,Sales Executive,2,Married,3599,2548,1,No,23,3,3,2,11,5,1,10,5,9,6,6-10yrs,0.8181818181818182,3599.0,0.23333333333333334,Low
50,0,Travel_Frequently,1134,Human Resources,28,3,Marketing,3,Male,79,4,2,Sales Executive,3,Divorced,3601,25042,4,Yes,22,3,2,0,9,5,4,7,3,4,7,6-10yrs,0.5,1800.5,0.11,Low
51,0,Travel_Frequently,798,Research & Development,18,4,Marketing,2,Male,36,1,2,Human Resources,4,Married,14006,4456,8,No,23,3,4,1,18,2,2,18,14,18,3,10+yrs,0.9473684210526315,7003.0,0.08666666666666667,Low
24,1,Travel_Rarely,756,Research & Development,28,2,Marketing,4,Female,85,2,3,Manager,2,Single,9629,2213,7,No,20,3,1,2,6,2,2,3,3,0,3,3-5yrs,0.0,3209.6666666666665,0.7733333333333333,High
53,0,Travel_Rarely,327,Research & Development,13,2,Marketing,4,Male,55,4,1,Research Scientist,4,Divorced,10330,18080,4,Yes,22,3,2,1,5,0,1,5,5,1,5,3-5yrs,0.16666666666666666,10330.0,0.15,Low
54,0,Non-Travel,862,Research & Development,12,3,Other,1,Female,68,2,2,Human Resources,1,Married,16491,9931,2,Yes,16,4,2,0,9,1,4,6,6,0,2,6-10yrs,0.0,8245.5,0.06,Low
48,0,Travel_Frequently,1447,Human Resources,20,3,Human Resources,2,Male,68,2,3,Manager,2,Divorced,1319,14118,7,Yes,21,3,4,1,22,2,2,22,0,19,5,10+yrs,0.8260869565217391,439.6666666666667,0.48333333333333334,Medium
40,0,Travel_Rarely,1143,Research & Development,17,4,Medical,1,Male,98,2,2,Manager,2,Married,15336,12209,8,No,17,3,2,1,23,4,4,23,14,21,4,10+yrs,0.875,7668.0,0.07666666666666666,Low
34,1,Non-Travel,725,Research & Development,11,4,Medical,3,Female,52,2,4,Sales Representative,4,Single,6210,9421,2,Yes,22,3,4,2,13,2,3,12,1,11,2,10+yrs,0.8461538461538461,1552.5,0.7933333333333333,High
55,0,Travel_Rarely,529,Research & Development,10,1,Technical Degree,2,Female,56,3,2,Research Scientist,1,Divorced,18692,14028,7,Yes,13,3,2,2,3,3,1,3,2,1,3,3-5yrs,0.25,9346.0,0.07666666666666666,Low
54,0,Travel_Rarely,593,Sales,15,1,Technical Degree,3,Female,83,1,4,Manufacturing Director,2,Divorced,19152,8497,2,Yes,15,4,3,0,22,5,4,18,3,14,9,10+yrs,0.7368421052631579,4788.0,0.11333333333333333,Low
39,0,Travel_Rarely,137,Research & Development,3,4,Human Resources,4,Male,74,4,1,Research Scientist,2,Single,10540,7617,7,Yes,14,3,3,3,16,2,3,12,1,12,0,10+yrs,0.9230769230769231,10540.0,0.13333333333333333,Low
49,0,Travel_Frequently,140,Sales,6,2,Medical,4,Female,52,3,4,Healthcare Representative,4,Divorced,7000,7616,8,No,16,3,2,2,25,2,3,21,1,17,3,10+yrs,0.7727272727272727,1750.0,0.10333333333333333,Low
34,0,Travel_Rarely,1186,Sales,2,3,Marketing,1,Male,54,1,2,Human Resources,2,Single,5430,4961,5,Yes,22,3,2,0,11,4,1,8,1,0,8,6-10yrs,0.0,2715.0,0.12,Low
49,0,Travel_Rarely,1280,Sales,5,1,Life Sciences,1,Male,88,4,1,Manager,4,Divorced,4447,15136,4,No,12,3,2,1,25,1,4,24,7,17,3,10+yrs,0.68,4447.0,0.14,Low
21,0,Travel_Frequently,1455,Sales,6,1,Marketing,4,Male,88,3,3,Sales Representative,3,Married,19984,15712,2,No,21,3,3,3,23,2,4,20,5,14,5,10+yrs,0.6666666666666666,6661.333333333333,0.18,Low
55,0,Travel_Rarely,976,Research & Development,3,2,Human Resources,1,Female,40,2,1,Research Scientist,3,Married,4563,2436,0,No,22,3,2,2,8,5,2,5,5,0,5,3-5yrs,0.0,4563.0,0.18666666666666668,Low
39,0,Non-Travel,1400,Research & Development,2,3,Medical,2,Female,57,2,1,Healthcare Representative,4,Single,9484,13488,0,Yes,20,3,4,1,19,2,1,18,2,11,11,10+yrs,0.5789473684210527,9484.0,0.48333333333333334,Medium
43,0,Travel_Rarely,682,Research & Development,24,4,Medical,4,Female,83,3,3,Human Resources,1,Single,10105,20472,7,No,20,3,1,3,11,1,4,7,7,1,7,6-10yrs,0.125,3368.3333333333335,0.043333333333333335,Low
25,0,Travel_Rarely,455,Research & Development,6,4,Marketing,2,Female,38,1,4,Sales Executive,2,Divorced,13904,2032,5,No,12,4,1,2,12,5,4,8,4,0,2,6-10yrs,0.0,3476.0,0.043333333333333335,Low
40,0,Travel_Frequently,443,Research & Development,17,1,Other,1,Male,42,3,2,Research Scientist,3,Married,17010,9509,2,Yes,19,3,1,2,7,3,3,6,6,5,6,6-10yrs,0.7142857142857143,8505.0,0.21333333333333335,Low
18,0,Travel_Frequently,431,Sales,3,1,Technical Degree,4,Male,41,3,3,Sales Representative,1,Single,11601,26024,4,No,14,3,4,0,19,4,3,17,2,9,10,10+yrs,0.5,3867.0,0.25,Low
55,0,Travel_Rarely,1143,Sales,28,3,Other,3,Female,66,2,1,Sales Executive,1,Married,15402,12670,7,No,14,3,2,2,10,1,1,6,3,4,1,6-10yrs,0.5714285714285714,15402.0,0.14,Low
49,0,Travel_Frequently,113,Human Resources,7,3,Life Sciences,2,Female,61,2,1,Research Scientist,1,Divorced,11767,2414,5,Yes,23,3,1,0,16,4,1,15,3,8,13,10+yrs,0.5,11767.0,0.25666666666666665,Low
37,0,Non-Travel,1423,Research & Development,22,1,Other,3,Female,52,3,4,Human Resources,4,Single,9300,15176,8,No,19,3,1,3,18,5,4,14,14,5,4,10+yrs,0.3333333333333333,2325.0,0.06666666666666667,Low
53,1,Non-Travel,1184,Human Resources,19,2,Life Sciences,3,Female,39,3,1,Sales Executive,3,Divorced,3997,12270,1,No,24,3,4,0,19,0,2,18,2,14,6,10+yrs,0.7368421052631579,3997.0,0.81,High
52,1,Non-Travel,633,Research & Development,23,4,Medical,3,Male,74,2,2,Manufacturing Director,2,Divorced,4965,7283,0,No,17,3,4,0,28,1,2,24,7,24,11,10+yrs,0.96,2482.5,0.7733333333333333,High
23,0,Travel_Rarely,1082,Research & Development,19,1,Marketing,4,Female,86,4,3,Laboratory Technician,3,Married,9215,3835,5,No,16,3,2,1,1,3,3,0,0,0,0,0-2yrs,0.0,3071.6666666666665,0.02,Low
20,1,Travel_Rarely,288,Research & Development,15,4,Medical,4,Female,44,4,1,Manufacturing Director,3,Single,1875,24092,5,No,24,4,3,1,27,4,1,24,1,20,4,10+yrs,0.8,1875.0,0.7766666666666666,High
28,0,Travel_Rarely,703,Human Resources,23,2,Other,2,Male,76,2,4,Laboratory Technician,4,Divorced,7010,22321,6,No,19,3,2,1,4,0,1,2,2,0,2,0-2yrs,0.0,1752.5,0.06333333333333334,Low
18,0,Travel_Rarely,252,Sales,24,3,Other,4,Male,85,3,3,Laboratory Technician,4,Divorced,9789,19052,8,No,23,3,4,3,14,3,1,13,1,4,11,10+yrs,0.2857142857142857,3263.0,0.07,Low
42,0,Travel_Frequently,256,Human Resources,12,3,Technical Degree,4,Male,68,4,2,Sales Representative,4,Married,9980,2441,0,No,11,3,3,1,10,0,2,8,2,3,2,6-10yrs,0.3333333333333333,4990.0,0.056666666666666664,Low
40,0,Travel_Rarely,108,Research & Development,28,3,Marketing,1,Male,70,1,4,Sales Executive,1,Married,16480,23757,8,No,18,4,2,3,16,5,2,15,10,6,7,10+yrs,0.375,4120.0,0.10333333333333333,Low
40,0,Travel_Rarely,1214,Research & Development,29,3,Human Resources,2,Female,41,3,3,Research Scientist,4,Divorced,19385,13832,0,Yes,22,3,4,0,21,4,1,18,8,14,11,10+yrs,0.7368421052631579,6461.666666666667,0.15333333333333332,Low
21,0,Travel_Rarely,1141,Research & Development,21,1,Human Resources,3,Male,97,4,3,Laboratory Technician,2,Single,14863,13886,4,No,22,3,1,2,25,5,2,21,7,17,13,10+yrs,0.7727272727272727,4954.333333333333,0.07666666666666666,Low
56,0,Travel_Rarely,1350,Research & Development,27,2,Marketing,4,Female,96,1,1,Research Director,2,Single,2511,23942,7,No,21,3,4,0,12,1,2,10,3,2,10,6-10yrs,0.18181818181818182,2511.0,0.056666666666666664,Low
59,0,Travel_Rarely,1473,Research & Development,4,4,Human Resources,3,Male,79,2,1,Manufacturing Director,3,Married,8763,12811,6,Yes,13,3,2,0,24,4,3,23,9,17,5,10+yrs,0.7083333333333334,8763.0,0.17666666666666667,Low
42,0,Travel_Frequently,1450,Research & Development,16,1,Medical,3,Male,93,4,1,Sales Executive,3,Married,14868,7905,2,Yes,18,3,4,0,11,2,3,8,8,3,2,6-10yrs,0.3333333333333333,14868.0,0.3,Low
18,0,Travel_Rarely,1489,Sales,19,3,Medical,2,Female,72,4,3,Healthcare Representative,2,Married,12299,7928,5,No,12,3,4,1,7,0,4,5,5,1,5,3-5yrs,0.16666666666666666,4099.666666666667,0.03666666666666667,Low
34,0,Travel_Rarely,122,Research & Development,27,3,Life Sciences,1,Male,76,4,4,Manager,4,Married,9697,25171,8,Yes,22,4,3,1,13,2,4,9,2,2,8,6-10yrs,0.2,2424.25,0.1,Low
48,0,Travel_Rarely,1197,Research & Development,4,1,Life Sciences,4,Female,88,3,4,Healthcare Representative,1,Divorced,9288,15621,1,Yes,19,3,1,3,14,2,2,13,10,6,6,10+yrs,0.42857142857142855,2322.0,0.13333333333333333,Low
49,0,Non-Travel,1112,Research & Development,24,1,Medical,3,Male,32,1,3,Sales Executive,1,Married,8713,16472,8,No,13,3,4,3,18,3,4,16,3,12,13,10+yrs,0.7058823529411765,2904.3333333333335,0.2733333333333333,Low
28,0,Travel_Rarely,327,Research & Development,3,4,Technical Degree,2,Male,45,1,1,Research Director,1,Married,12001,16829,5,No,21,4,3,2,22,5,3,20,12,20,10,10+yrs,0.9523809523809523,12001.0,0.07666666666666666,Low
52,0,Travel_Rarely,291,Research & Development,11,1,Other,4,Female,44,4,3,Research Director,4,Divorced,4396,7514,0,No,21,3,4,1,9,1,1,5,5,4,5,3-5yrs,0.6666666666666666,1465.3333333333333,0.09,Low
58,0,Travel_Rarely,1468,Research & Development,21,1,Technical Degree,1,Female,74,3,3,Human Resources,2,Single,10832,12498,2,No,11,3,1,1,7,3,2,7,7,6,2,6-10yrs,0.75,3610.6666666666665,0.03333333333333333,Low
39,0,Travel_Rarely,1335,Research & Development,9,1,Marketing,2,Male,46,1,3,Human Resources,2,Divorced,4911,25788,7,No,12,3,1,1,26,1,3,23,8,19,1,10+yrs,0.7916666666666666,1637.0,0.05,Low
34,0,Non-Travel,558,Research & Development,25,3,Medical,4,Female,57,1,3,Laboratory Technician,3,Divorced,13938,5634,3,No,13,3,2,0,14,5,4,10,10,4,7,6-10yrs,0.36363636363636365,4646.0,0.043333333333333335,Low
40,0,Travel_Frequently,204,Research & Development,27,4,Life Sciences,2,Male,64,1,3,Manufacturing Director,2,Married,17430,25782,8,Yes,11,3,2,2,7,2,2,6,6,0,1,6-10yrs,0.0,5810.0,0.13333333333333333,Low
19,0,Non-Travel,567,Research & Development,5,1,Technical Degree,4,Female,82,4,3,Human Resources,3,Married,10646,8827,3,Yes,18,3,1,3,26,4,1,24,2,22,4,10+yrs,0.88,3548.6666666666665,0.09666666666666666,Low
39,0,Non-Travel,107,Research & Development,8,4,Life Sciences,4,Female,66,4,2,Healthcare Representative,1,Married,8364,9393,3,No,23,3,1,2,12,1,1,11,11,4,10,10+yrs,0.3333333333333333,4182.0,0.07666666666666666,Low
19,0,Travel_Rarely,1062,Sales,3,3,Human Resources,1,Female,31,4,1,Research Director,1,Single,18871,2356,7,Yes,11,3,2,2,26,1,1,24,7,18,0,10+yrs,0.72,18871.0,0.15666666666666668,Low
19,0,Travel_Rarely,632,Research & Development,21,1,Marketing,2,Female,78,1,1,Manager,4,Married,13534,18591,7,No,19,3,4,1,26,5,3,22,2,22,14,10+yrs,0.9565217391304348,13534.0,0.05333333333333334,Low
41,0,Travel_Rarely,168,Sales,26,1,Marketing,4,Female,59,3,4,Human Resources,2,Divorced,9132,9978,2,No,16,3,1,3,23,1,3,22,6,19,6,10+yrs,0.8260869565217391,2283.0,0.06666666666666667,Low
39,1,Travel_Rarely,1471,Sales,18,2,Life Sciences,2,Female,37,4,2,Sales Executive,1,Married,1546,13484,7,Yes,22,3,1,3,15,3,2,14,0,11,13,10+yrs,0.7333333333333333,773.0,0.78,High
59,0,Travel_Rarely,1256,Research & Development,4,1,Medical,1,Female,75,3,2,Sales Representative,2,Single,1302,16518,2,Yes,17,3,4,1,21,1,3,19,8,11,2,10+yrs,0.55,651.0,0.12666666666666668,Low
39,0,Travel_Rarely,1366,Research & Development,6,1,Life Sciences,1,Female,48,4,2,Research Director,2,Married,5208,17854,8,No,20,3,1,3,26,2,4,24,7,15,6,10+yrs,0.6,2604.0,0.07,Low
59,0,Travel_Rarely,1496,Research & Development,2,2,Human Resources,1,Male,62,3,1,Research Scientist,2,Single,5491,25892,0,No,23,3,1,1,9,4,4,6,5,0,6,6-10yrs,0.0,5491.0,0.043333333333333335,Low
51,0,Travel_Rarely,119,Human Resources,15,4,Marketing,1,Female,97,1,4,Sales Representative,2,Divorced,14706,15894,5,Yes,12,3,4,0,0,4,1,0,0,0,0,0-2yrs,0.0,3676.5,0.05,Low
32,0,Travel_Frequently,1185,Sales,21,4,Human Resources,2,Female,46,2,1,Research Scientist,3,Married,10511,6447,1,No,15,3,2,1,12,2,3,8,8,4,8,6-10yrs,0.4444444444444444,10511.0,0.03333333333333333,Low
56,0,Travel_Frequently,1202,Sales,5,3,Technical Degree,2,Female,91,2,1,Human Resources,1,Single,19999,19587,6,No,14,3,2,3,18,3,4,15,12,12,10,10+yrs,0.75,19999.0,0.2833333333333333,Low
38,0,Non-Travel,1194,Sales,25,2,Other,4,Male,62,1,2,Human Resources,2,Married,11270,3386,8,No,13,3,1,1,17,0,4,13,5,6,11,10+yrs,0.42857142857142855,5635.0,0.09333333333333334,Low
42,0,Travel_Rarely,471,Sales,8,2,Human Resources,3,Male,95,3,2,Sales Executive,2,Married,18159,23089,6,No,20,4,2,3,4,1,2,2,0,2,2,0-2yrs,0.6666666666666666,9079.5,0.10333333333333333,Low
22,0,Travel_Rarely,646,Research & Development,15,3,Life Sciences,1,Male,89,4,1,Healthcare Representative,3,Married,11495,9407,3,Yes,11,3,4,1,16,4,2,14,8,12,6,10+yrs,0.8,11495.0,0.48333333333333334,Medium
26,0,Non-Travel,1400,Research & Development,20,1,Life Sciences,1,Female,88,1,2,Manufacturing Director,4,Married,7805,20055,7,Yes,16,3,4,1,5,3,4,4,4,3,0,3-5yrs,0.6,3902.5,0.06333333333333334,Low
39,0,Travel_Frequently,192,Research & Development,16,3,Other,1,Male,44,2,4,Human Resources,4,Divorced,14576,5919,1,No,12,3,3,0,16,0,1,12,5,8,3,10+yrs,0.6153846153846154,3644.0,0.09,Low
29,0,Travel_Rarely,997,Sales,14,4,Medical,2,Female,85,3,2,Laboratory Technician,2,Divorced,9539,12167,4,No,19,3,3,3,14,5,3,14,1,12,0,10+yrs,0.8,4769.5,0.21,Low
43,0,Travel_Rarely,1209,Research & Development,10,4,Human Resources,3,Male,55,2,4,Sales Representative,3,Single,6218,19387,8,No,21,3,3,1,17,2,1,15,13,14,4,10+yrs,0.875,1554.5,0.4266666666666667,Medium
21,0,Travel_Rarely,1217,Sales,13,1,Technical Degree,1,Male,93,1,2,Research Scientist,1,Single,9991,17533,3,No,17,3,3,0,11,1,4,10,6,7,10,6-10yrs,0.6363636363636364,4995.5,0.056666666666666664,Low
28,0,Non-Travel,936,Research & Development,7,2,Human Resources,2,Female,99,1,1,Research Scientist,3,Divorced,13633,2143,0,Yes,17,3,3,0,13,2,1,10,5,2,3,6-10yrs,0.18181818181818182,13633.0,0.08666666666666667,Low
45,0,Travel_Frequently,1173,Research & Development,9,2,Medical,2,Male,72,1,1,Human Resources,1,Married,8135,2865,3,No,17,3,1,2,20,2,1,16,4,11,7,10+yrs,0.6470588235294118,8135.0,0.06333333333333334,Low
43,0,Travel_Rarely,1373,Sales,22,3,Medical,1,Female,93,4,4,Manufacturing Director,1,Single,14376,26521,4,Yes,13,4,4,3,21,3,2,18,10,10,8,10+yrs,0.5263157894736842,3594.0,0.12333333333333334,Low
59,1,Travel_Rarely,1172,Research & Development,26,1,Technical Degree,1,Male,67,2,2,Sales Representative,3,Married,19633,15221,7,No,16,3,4,3,20,0,1,20,2,11,2,10+yrs,0.5238095238095238,9816.5,0.22,Low
55,1,Travel_Rarely,262,Research & Development,25,4,Life Sciences,1,Male,32,4,4,Human Resources,1,Single,8814,23391,7,Yes,24,3,1,0,9,0,2,8,8,0,8,6-10yrs,0.0,2203.5,0.75,High
52,0,Travel_Rarely,442,Research & Development,10,4,Medical,1,Female,91,3,4,Human Resources,2,Single,6609,3817,3,No,11,4,1,2,10,5,2,10,5,7,10,6-10yrs,0.6363636363636364,1652.25,0.06333333333333334,Low
18,0,Travel_Frequently,527,Research & Development,10,2,Technical Degree,4,Female,67,2,1,Sales Executive,1,Single,8641,14266,6,No,22,3,4,1,10,4,2,8,5,0,2,6-10yrs,0.0,8641.0,0.06666666666666667,Low
43,0,Travel_Rarely,580,Research & Development,2,2,Medical,4,Female,33,4,2,Laboratory Technician,3,Single,16926,16407,1,No,13,3,1,2,13,2,3,13,3,4,0,10+yrs,0.2857142857142857,8463.0,0.09,Low
27,0,Travel_Rarely,604,Sales,8,2,Medical,3,Male,34,2,3,Sales Representative,4,Single,4399,25023,1,No,12,3,4,2,6,5,3,3,3,0,0,3-5yrs,0.0,1466.3333333333333,0.05333333333333334,Low
29,0,Travel_Rarely,407,Sales,17,1,Other,4,Female,80,1,1,Human Resources,3,Divorced,19499,19764,5,No,14,4,4,0,12,4,4,10,6,7,4,6-10yrs,0.6363636363636364,19499.0,0.056666666666666664,Low
26,0,Non-Travel,1056,Research & Development,8,4,Medical,4,Female,94,4,4,Human Resources,4,Married,8865,17701,6,No,14,3,1,0,5,4,2,4,4,2,1,3-5yrs,0.4,2216.25,0.02666666666666667,Low
37,0,Travel_Rarely,254,Human Resources,22,4,Other,4,Female,78,3,1,Sales Representative,2,Married,16990,9336,7,No,15,3,4,2,17,4,3,13,12,8,0,10+yrs,0.5714285714285714,16990.0,0.18333333333333332,Low
23,0,Travel_Rarely,1202,Research & Development,2,2,Other,1,Male,60,2,4,Sales Executive,1,Divorced,15949,26844,5,No,22,3,1,2,24,5,3,21,11,12,6,10+yrs,0.5454545454545454,3987.25,0.27666666666666667,Low
40,0,Travel_Frequently,1022,Research & Development,12,3,Human Resources,4,Female,51,3,4,Sales Representative,1,Divorced,15887,10191,1,No,23,3,2,3,27,5,1,24,6,15,7,10+yrs,0.6,3971.75,0.10333333333333333,Low
24,0,Non-Travel,1445,Research & Development,9,2,Life Sciences,2,Male,59,4,3,Laboratory Technician,1,Divorced,18270,8957,6,No,20,4,3,3,12,1,3,11,11,6,0,10+yrs,0.5,6090.0,0.08333333333333333,Low
39,0,Travel_Frequently,109,Research & Development,15,1,Medical,3,Male,52,2,4,Research Director,1,Single,4512,20093,3,Yes,13,4,3,0,2,4,4,1,1,0,1,0-2yrs,0.0,1128.0,0.24,Low
44,0,Non-Travel,513,Sales,1,2,Other,4,Female,49,4,4,Healthcare Representative,2,Divorced,12278,26922,2,No,24,3,1,2,7,0,2,5,5,1,5,3-5yrs,0.16666666666666666,3069.5,0.07666666666666666,Low
25,0,Travel_Rarely,1357,Research & Development,13,1,Life Sciences,2,Female,38,4,3,Research Scientist,1,Divorced,2881,23421,3,No,22,3,1,1,5,3,1,2,2,0,2,0-2yrs,0.0,960.3333333333334,0.06333333333333334,Low
22,1,Non-Travel,791,Human Resources,23,4,Technical Degree,2,Female,69,4,3,Research Director,3,Single,6688,6506,7,No,12,3,2,1,22,0,2,18,13,13,1,10+yrs,0.6842105263157895,2229.3333333333335,0.8,High
51,0,Non-Travel,885,Research & Development,25,3,Technical Degree,1,Male,45,1,2,Human Resources,1,Divorced,1771,22384,1,Yes,16,3,3,0,27,1,2,24,3,21,11,10+yrs,0.84,885.5,0.31666666666666665,Low
49,0,Travel_Rarely,140,Human Resources,8,4,Other,1,Male,40,1,2,Healthcare Representative,3,Divorced,13963,10835,5,No,21,3,2,3,13,4,3,13,13,10,1,10+yrs,0.7142857142857143,6981.5,0.11333333333333333,Low
